rank,id,minplayers,maxplayers,maxplaytime,average_rating,age,total_owners,total_weights,mechanic_count,category_count,designer_count,name_clean,category_clean_Adventure,category_clean_Educational,category_clean_Era,category_clean_Expansion for Base-game,category_clean_Other,category_clean_Strategy,category_clean_Wargame,mechanic_clean_Co-op,mechanic_clean_Dice_Rolling,mechanic_clean_Movement,mechanic_clean_Other,mechanic_clean_PVP,mechanic_clean_Role_Playing,category_clean,mechanic_clean
1428,54307,3,6,30,6.83412,12,2652,1.9889,2,2,1,Chronicle,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1429,4741,2,4,60,7.33231,12,1309,3.44,1,4,3,Warmachine,0,1,0,0,0,0,0,0,0,0,0,1,0,Educational,PVP
1430,3720,2,2,20,6.95058,6,1690,1.8387,1,2,1,Subbuteo,1,0,0,0,0,0,0,0,0,0,0,0,1,Adventure,Role_Playing
1431,172503,2,2,30,7.30587,0,2809,3.0,2,3,3,Mage Wars Academy,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1432,11057,2,4,240,7.74123,12,1760,3.6087,3,2,2,The Great Battles of Alexander Deluxe Edition,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
1433,252328,2,2,45,8.61485,14,1145,2.9091,5,7,1,Star Wars XWing Second Edition,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1434,216597,1,5,45,7.32676,10,1830,2.2381,3,4,1,Flatline,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
1435,21551,2,2,240,7.92768,12,1554,3.7701,3,2,2,SPQR Deluxe Edition,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
1436,169318,2,4,60,7.1299,10,1760,2.5526,3,2,2,City of Spies Estoril ,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1437,15510,3,5,45,6.64808,10,2529,2.3378,4,2,1,Tower of Babel,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1438,218293,1,6,150,7.11946,14,2646,3.2642,4,4,4,Rise to Nobility,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1439,30367,2,2,30,6.79072,10,2494,1.9528,3,3,1,Perry Rhodan The Cosmic League,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1440,29839,2,4,90,6.79758,10,2872,3.0372,4,3,1,Key Harvest,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1441,20134,2,3,90,6.80643,10,1891,2.7302,4,1,2,The End of the Triumvirate,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1442,38531,2,6,60,6.7253,9,1302,1.6906,2,3,1,Powerboats,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1443,27848,2,4,90,6.68621,12,4204,3.2636,3,4,3,Age of Conan The Strategy Board Game,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1444,12005,2,6,70,6.57106,10,3031,1.8077,4,3,1,Around the World in  Days,0,1,0,0,0,0,0,0,0,0,1,0,0,Educational,Other
1445,206940,2,5,35,7.2144,8,2114,1.9048,2,1,1,Carcassonne Amazonas,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1446,187700,1,4,120,7.8759,12,1745,2.7419,7,4,1,GKR Heavy Hitters,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1447,140,3,8,90,6.39696,7,12281,1.1586,2,4,3,Pit,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1448,28,2,8,180,6.52012,12,7952,2.6539,5,4,1,Illuminati  Deluxe Edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1449,4192,2,4,240,6.66186,8,3627,3.6992,3,3,4,Warhammer The Mass Combat Fantasy Roleplaying Game st Edition,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1450,128,1,8,20,6.61527,10,3102,1.4976,1,2,1,Take it Easy,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1451,187273,1,5,30,7.14987,13,2625,2.12,5,5,1,The Dresden Files Cooperative Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1452,34585,2,4,30,6.43328,10,5842,1.6512,3,1,1,Keltis,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1453,39927,3,4,120,7.14575,13,1019,3.2602,3,2,1,Last Train to Wensleydale,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1454,224783,2,5,150,7.96492,13,1403,2.9474,4,1,1,Vindication,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1455,136056,2,2,40,6.91558,10,2623,2.0152,3,2,1,Asante,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1456,197572,2,4,120,7.56559,14,2232,2.3846,6,5,1,Warhammer Quest Silver Tower,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1457,65282,2,4,45,6.88051,13,2643,2.1748,6,2,1,Tanto Cuore,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1458,22192,2,5,90,7.26173,10,2293,2.22,4,5,1,HeroQuest Advanced Quest,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1459,154509,3,5,90,6.78137,12,3546,2.6477,2,4,2,Kingsport Festival,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1460,589,2,4,60,6.88813,10,1905,1.9822,2,2,1,WizWar,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1461,230305,1,6,60,7.2078,10,2473,2.5556,2,4,2,Unlock The Tonipals Treasure,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
1462,181293,2,5,60,6.84351,10,2885,2.9512,4,3,2,Alien Artifacts,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1463,443,2,5,60,6.73202,10,2320,2.3276,1,2,2,Code ,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1464,29073,2,5,40,6.70646,8,2122,1.7119,4,1,1,Blockers,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1465,76417,2,5,120,7.04228,12,1498,3.54,3,4,2,Poseidon,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1466,144553,2,4,30,6.5211,10,5190,1.7853,3,2,1,The Builders Middle Ages,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1467,151247,2,5,30,6.73258,10,2919,2.0,4,2,1,Greed,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1468,154182,2,4,60,6.81781,10,2457,2.8736,3,2,2,Helios,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1469,40529,3,6,60,7.20328,0,1398,2.6393,1,3,4,Cosmic Encounter,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1470,72,3,4,60,6.72641,12,3890,2.5792,5,2,1,Verrater,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1471,66849,2,4,45,6.92991,10,1586,1.75,1,2,1,Safranito,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1472,337,2,5,15,6.62709,6,3159,1.233,3,1,1,Circus Flohcati,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1473,18748,2,2,240,7.66178,0,1568,3.292,3,3,1,Unhappy King Charles,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
1474,83734,2,4,240,7.65199,13,1309,3.08,3,3,3,Strike of the Eagle,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1475,94480,2,4,90,6.79567,10,2220,2.7517,6,2,1,Pantheon,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1476,526,2,2,30,6.4408,7,8216,2.1943,1,1,2,Abalone,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1477,1219,2,4,20,6.38652,8,14825,1.3838,4,3,1,Labyrinth,0,1,0,0,0,0,0,0,0,1,0,0,0,Educational,Movement
1478,245643,2,4,45,7.238,8,1611,1.9375,3,2,1,Luxor,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1479,158572,2,4,90,7.05501,10,1623,2.3448,3,3,1,Waggle Dance,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1480,157958,1,4,60,7.11742,14,2127,1.9846,8,4,3,DungeonQuest Revised Edition,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1481,92044,2,4,240,6.95609,12,2903,2.6557,2,2,3,Dungeons  Dragons Conquest of Nerath Board Game,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1482,126996,2,4,60,7.02148,14,2010,2.2857,3,3,1,Kings Forge,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1483,466,3,5,90,6.58409,10,4882,2.1604,3,2,2,Inkognito,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1484,170624,2,4,60,7.69235,14,1756,2.2609,2,1,1,Crusaders Thy Will Be Done,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
1485,76150,2,2,45,6.94356,12,2360,1.95,1,3,1,Revolver,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1486,715,2,6,180,6.65692,12,4350,2.2265,3,2,4,Escape from Colditz,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1487,111732,2,7,90,6.93315,13,1639,2.8421,5,3,1,Kings of Air and Steam,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1488,2596,2,4,30,6.47159,8,4851,1.1541,2,3,1,Villa Paletti,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1489,19764,2,2,30,6.8256,10,2747,2.7355,2,1,1,PUNCT,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1490,384,2,8,75,7.23496,10,780,1.9681,3,3,1,TurfMaster,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1491,200853,2,5,50,7.37666,10,1287,2.1667,1,1,1,Habitats,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1492,3570,2,4,20,6.60683,4,3687,1.1084,1,3,1,Chicken Cha Cha Cha,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1493,67888,2,5,35,6.79125,12,2807,1.9479,1,3,1,Lords of Scotland,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1494,200057,2,4,60,7.40028,14,1235,2.5862,3,2,2,Pioneer Days,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1495,202077,1,6,120,8.27054,16,1897,3.2821,6,5,1,Deep Madness,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1496,83667,2,4,120,7.12095,12,2126,3.1818,4,2,1,First Train to Nuremberg,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1497,21632,2,5,45,6.46757,10,3273,1.7317,3,2,1,To Court the King,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1498,631,2,4,70,7.14354,10,1070,1.7723,2,3,1,Daytona ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1499,123609,2,4,20,7.86111,10,1090,3.0,3,3,1,Puzzle Strike Shadows,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1500,205507,2,6,120,7.13276,14,2041,2.6875,5,3,2,Key to the City London,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1501,14,3,4,25,6.77662,10,1716,1.8603,3,1,1,Basari,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1502,207207,2,4,45,7.17767,8,1381,1.7,2,1,1,Glux,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1503,67185,2,4,40,6.71475,8,2045,1.7931,4,2,1,Sobek,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1504,15600,2,4,60,6.9048,11,1124,2.6558,3,1,1,Kreta,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1505,1295,2,2,30,6.63163,8,4467,2.1073,1,1,2,Pente,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1506,144415,2,4,90,6.99376,12,1435,2.9737,3,3,2,Nauticus,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1507,67928,2,4,20,6.70908,8,1868,2.2929,5,3,1,Puzzle Strike,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1508,511,1,6,180,7.10519,12,1699,3.2373,5,4,2,Silverton,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1509,73070,3,5,120,6.87659,14,1939,3.0092,3,4,2,Olympus,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1510,191963,2,2,40,7.30827,13,1792,1.8,3,4,1,Thunder  Lightning,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1511,162823,2,4,60,6.83922,10,1935,2.2078,3,2,1,El Gaucho,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1512,102237,2,2,30,6.7055,8,2186,1.787,5,2,1,Drako,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1513,4218,2,4,60,6.62411,9,2448,2.0119,4,1,1,O Zoo le Mio,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
1514,77,2,2,240,7.65349,12,1056,3.618,3,2,2,EastFront,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
1515,124965,2,2,90,7.37124,12,2240,2.5882,4,3,4,Dungeon Command Heart of Cormyr,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1516,137031,2,4,60,6.89743,14,2483,2.0135,5,3,1,Ancient Terrible Things,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1517,19995,2,5,90,6.91094,12,1305,2.8994,4,1,2,Canal Mania,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1518,189052,2,4,45,6.81989,10,2798,1.6875,3,2,1,Sea of Clouds,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1519,175621,2,4,40,6.55792,13,8800,2.503,3,5,2,Epic Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1520,41627,1,1,25,7.37966,12,1741,2.1282,5,2,1,Zulus on the Ramparts,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1521,139899,1,4,40,6.76234,10,3088,1.7534,5,1,2,VivaJava The Coffee Game The Dice Game,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1522,36400,2,4,180,7.87266,13,1732,3.7159,4,2,1,The Guns of Gettysburg,0,0,0,0,0,0,1,0,0,0,1,0,0,Wargame,Other
1523,1155,2,4,60,6.82751,10,1742,2.6398,2,2,2,Capitol,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1524,67180,2,4,120,6.88335,12,1915,2.6346,4,2,2,Tikal II The Lost Temple,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1525,180564,2,5,35,6.8048,7,3202,1.7222,2,2,1,Carcassonne Star Wars,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1526,638,2,2,30,6.50641,12,4852,2.0351,3,3,1,Hera and Zeus,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1527,38309,3,3,180,7.4651,0,897,3.6364,3,6,1,Gods Playground,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1528,15290,2,5,20,6.63826,8,2237,1.4906,1,2,1,REco,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1529,112092,1,6,120,7.20019,14,1939,2.6935,3,2,1,Shadowrift,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
1530,1563,2,6,1440,6.83519,14,4108,4.3242,3,4,2,Rise and Decline of the Third Reich,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1531,137423,2,2,45,7.19574,12,3047,2.5882,2,4,2,Pixel Tactics ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1532,12692,2,5,60,6.36112,13,22221,1.6429,3,3,1,Gloom,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1533,125,3,5,30,6.54674,10,3480,1.5524,3,1,1,Money,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1534,10997,3,5,30,6.54503,10,3039,1.695,2,2,2,Boomtown,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1535,192455,1,4,90,6.78467,10,6368,4.1691,6,5,1,First Martians Adventures on the Red Planet,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1536,208024,1,6,100,8.11266,13,1068,2.76,3,1,2,The Reckoners,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
1537,205158,4,8,30,6.69318,18,5006,1.4615,3,6,1,Codenames Deep Undercover,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1538,22897,2,2,60,7.17374,13,1228,2.6884,2,4,4,Dreamblade,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1539,129736,2,6,25,6.90651,8,2359,1.1429,2,2,1,Kakerlakenpoker Royal,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1540,122588,2,2,90,7.33128,12,2216,2.6471,4,3,4,Dungeon Command Sting of Lolth,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1541,162009,2,2,360,8.33945,0,1642,3.76,3,2,1,The US Civil War,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
1542,155695,2,6,30,6.4275,14,7483,1.1171,3,2,1,Age of War,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1543,32674,2,4,60,7.21721,12,1693,3.0517,3,4,2,Monsterpocalypse,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1544,38713,4,12,30,7.41382,0,1223,1.125,3,2,1,Times Up Edicion Amarilla,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
1545,156138,2,6,45,6.92008,8,1990,2.3939,1,3,1,Happy Pigs,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1546,188547,1,6,90,7.67013,13,1795,2.2759,6,3,1,Maximum Apocalypse,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1547,220792,2,4,60,7.25723,14,1789,2.8148,4,3,1,The Expanse Board Game,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1548,144270,2,5,80,6.65542,10,3274,2.1099,5,1,1,Relic Runners,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1549,132,2,2,60,6.43332,10,6522,1.9134,3,3,1,Caesar  Cleopatra,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1550,2569,2,6,20,6.56399,8,2993,1.1946,3,5,1,Pick Picknic,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1551,145588,2,5,60,7.09842,10,1366,2.5106,1,3,1,Citrus,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1552,65907,3,5,90,6.56473,12,3380,2.6689,5,2,2,Mystery Express,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1553,15954,1,4,90,6.89461,12,2362,2.4503,5,4,1,Conquest of Paradise,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1554,153318,1,4,30,6.89282,8,1897,1.3429,1,2,1,Dimension,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1555,17025,3,6,30,6.45104,8,4432,1.1974,1,1,1,Friday the th,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1556,218479,1,4,120,8.04677,14,1637,4.2133,6,1,6,Cerebria The Inside World,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1557,40990,2,10,20,6.62371,12,3339,1.4082,1,2,1,Word on the Street,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1558,125921,2,4,30,6.68603,6,4366,1.5222,2,3,1,Catan Junior,0,1,0,0,0,0,0,0,1,0,0,0,0,Educational,Dice_Rolling
1559,559,2,6,30,6.3763,8,6022,1.6941,2,1,1,Metro,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1560,37371,2,5,20,6.60895,8,2075,1.3602,2,1,1,Piece o Cake,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1561,156501,1,3,120,7.11005,12,3334,3.2289,4,4,2,Greenland,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1562,189660,1,4,60,7.43148,14,2270,2.4286,5,3,1,XenoShyft Dreadmire,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1563,103686,2,6,60,6.71631,14,2230,2.1919,4,4,2,Mundus Novus,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1564,203780,2,6,60,6.86076,12,2863,2.2917,1,3,1,Power Grid The Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1565,45748,2,5,30,7.0617,8,2567,2.0635,2,3,1,Carcassonne Wheel of Fortune,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1566,173156,2,10,30,7.08426,10,2087,1.25,2,3,2,Timeline Challenge,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1567,218121,1,4,90,7.26802,10,1843,2.1429,4,2,2,Dice Hospital,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1568,217083,2,2,60,7.67294,13,1383,2.75,1,1,1,LYNGK,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1569,191972,3,5,90,7.23764,12,1037,3.0741,2,1,1,Dynasties Heirate  Herrsche,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
1570,174837,1,5,90,7.64633,10,1054,2.9091,4,1,2,Sol  Last Days of a Star,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1571,66587,2,4,45,6.57878,10,2756,2.4034,2,2,1,GOSU,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1572,4394,3,4,90,6.59722,10,3313,2.5104,3,3,1,The Settlers of the Stone Age,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
1573,691,3,5,60,6.68056,10,2071,2.786,3,2,1,Timbuktu,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1574,125046,2,4,60,7.02428,8,1828,2.3836,6,2,1,Fantastiqa,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1575,15318,2,4,60,6.55247,10,3085,2.0636,3,1,1,Palazzo,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
1576,154906,2,4,45,6.89717,13,2789,1.9804,2,3,2,Isle of Trains,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1577,163,2,6,60,6.42797,12,7547,1.4161,2,3,2,Balderdash,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1578,81453,2,2,30,6.4986,10,4149,1.755,3,2,1,Famiglia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1579,181797,2,4,90,7.05822,14,1549,3.1692,8,2,1,Inhabit the Earth,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1580,128445,1,4,150,7.16873,12,1725,2.7846,3,3,1,Darkest Night First edition,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
1581,32944,2,5,45,7.29601,10,524,2.6833,1,2,1,Neue Heimat,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1582,36946,1,8,120,6.32548,13,10398,2.0652,5,3,2,Red November,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
1583,811,2,4,60,6.32736,8,18857,1.7728,1,3,1,Rummikub,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1584,180199,1,2,300,7.91903,12,1696,3.6129,5,2,1,Colonial Twilight The FrenchAlgerian War ,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
1585,39206,2,7,10,6.46074,5,4680,1.0405,1,2,1,Click Clack Lumberjack,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1586,111148,2,5,45,6.67534,10,2804,1.3131,2,2,1,Wurfel Bohnanza,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
1587,78733,2,4,90,7.44117,12,687,3.519,7,3,1,Key Market,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
1588,158109,2,5,120,6.9139,13,2617,2.6026,4,5,1,Onward to Venus,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
1589,192802,1,4,90,7.46056,10,1541,2.7586,4,4,3,Days of Ire Budapest ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1590,123570,2,5,15,6.77273,8,1890,1.0615,2,2,1,Strike,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1591,8095,2,5,180,6.68031,12,2515,2.6359,5,3,1,Prophecy,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1592,1270,2,2,60,6.64873,9,3520,3.12,4,4,4,Star Wars Customizable Card Game,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1593,27225,1,8,15,6.3538,7,12088,1.355,1,2,2,Bananagrams,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1594,11229,2,2,60,6.87819,12,2533,2.3158,3,5,5,Star Wars Miniatures,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
1595,118418,2,4,30,6.76962,13,1710,1.7692,3,3,1,Divinare,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1596,320,2,4,90,6.28259,10,38214,2.111,2,1,1,Scrabble,0,1,0,0,0,0,0,0,0,0,1,0,0,Educational,Other
1597,204184,2,4,180,7.5689,14,2064,2.7143,7,6,1,Risk Europe,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1598,145645,2,2,30,7.06714,9,1511,2.1765,2,2,2,Le Fantome de lOpera,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1599,217,2,4,30,6.48308,13,3830,1.312,3,2,1,A la carte,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1600,7858,2,2,360,7.94295,12,1464,3.6703,2,2,2,Ardennes ,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
1601,7,2,2,20,6.5031,8,5122,1.8022,4,1,1,Cathedral,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1602,155463,2,5,75,7.25284,0,2387,2.4722,1,2,1,DC Comics DeckBuilding Game Forever Evil,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1603,193739,2,5,90,6.88715,10,2555,2.5714,2,1,1,Jorvik,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
1604,251658,1,4,20,7.53397,8,1938,1.6667,3,3,3,Sprawlopolis,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
1605,145203,2,4,60,6.75489,13,2372,2.5464,2,2,2,Prosperity,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
1606,3870,2,7,480,7.08197,14,1378,3.9312,3,2,1, Ages,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1607,170604,1,5,90,8.0051,14,1493,3.6327,12,1,1,Renegade,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
1608,220517,2,5,30,7.55914,12,1096,2.0833,3,5,1,The Shipwreck Arcana,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
